sample_id,partner_sample_id_x,contributor,country,location,year,month,latitude,longitude,sex_call,sample_set,release,quarter,study_id,study_url,terms_of_use_expiry_date,terms_of_use_url,unrestricted_use,mean_cov,median_cov,modal_cov,mean_cov_2L,median_cov_2L,mode_cov_2L,mean_cov_2R,median_cov_2R,mode_cov_2R,mean_cov_3L,median_cov_3L,mode_cov_3L,mean_cov_3R,median_cov_3R,mode_cov_3R,mean_cov_X,median_cov_X,mode_cov_X,frac_gen_cov,divergence,contam_pct,contam_LLR,aim_species_fraction_arab,aim_species_fraction_colu,aim_species_fraction_colu_no2l,aim_species_gambcolu_arabiensis,aim_species_gambiae_coluzzii,aim_species,country_iso,admin1_name,admin1_iso,admin2_name,taxon,cohort_admin1_year,cohort_admin1_month,cohort_admin1_quarter,cohort_admin2_year,cohort_admin2_month,cohort_admin2_quarter,partner_sample_id_y,RND,HSD,EA,HH,ID,HHID,HHID.rnd,Plate,Sample.identifier,Row,Column,Well,MolSpecies,Expected.species,kdr,N1575Y,Cyp4j5,Coeae1d,Pfal.score,OVM.score,Pfal,OVM,X2La,Cyp6p4,ZZB,Cyp6aa,Cyp6aa_Dup,lat,lon,survey,LLIN.intend,llin_actual,Net.intend,Net.actual,Wave,Location,subregions,species,control_phase,partner_sample_id
VBS65858-6645STDY13044764,405204023036.000,Martin Donnelly,Uganda,5204,2019,1,1.05,31.374,F,1288-VO-UG-DONNELLY-VMF00219,3.8,1,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,37.11,37,38,37.25,38,38,37.2,38,39,36.37,37,38,36.89,37,38,38.37,38,38,0.942,0.02113,0.148,50.569,0.002,0.026,0.029,gambcolu,gambiae,gambiae,UGA,Western Region,UG-W,Kakumiro,gambiae,UG-W_gamb_2019,UG-W_gamb_2019_01,UG-W_gamb_2019_Q1,UG-W_Kakumiro_gamb_2019,UG-W_Kakumiro_gamb_2019_01,UG-W_Kakumiro_gamb_2019_Q1,405204023036,4.0,52.0,4.0,23.0,36.0,405204023.0,5204023.0,46.0,51.0,E,3.0,3E,S,GA,SS,NN,LF,SS,0.0,0.0,0.0,0.0,SI,IM,ZL,DN,Dup,1.052852,31.37719,18 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,4.0,West,Mid-Western,An. gambiae,intermediate,405204023036
VBS65859-6645STDY13044765,405204023037.000,Martin Donnelly,Uganda,5204,2019,1,1.05,31.374,F,1288-VO-UG-DONNELLY-VMF00219,3.8,1,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,38.54,39,40,38.64,39,39,38.99,40,40,37.43,38,39,38.0,38,39,40.32,40,40,0.943,0.02118,0.126,36.677,0.003,0.011,0.012,gambcolu,gambiae,gambiae,UGA,Western Region,UG-W,Kakumiro,gambiae,UG-W_gamb_2019,UG-W_gamb_2019_01,UG-W_gamb_2019_Q1,UG-W_Kakumiro_gamb_2019,UG-W_Kakumiro_gamb_2019_01,UG-W_Kakumiro_gamb_2019_Q1,405204023037,4.0,52.0,4.0,23.0,37.0,405204023.0,5204023.0,46.0,63.0,F,3.0,3F,S,GA,FS,NN,LF,SR,0.0,0.0,0.0,0.0,SI,MM,ZZ,DD,Dup,1.052852,31.37719,18 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,4.0,West,Mid-Western,An. gambiae,intermediate,405204023037
VBS65860-6645STDY13044766,405204023042.000,Martin Donnelly,Uganda,5204,2019,1,1.05,31.374,F,1288-VO-UG-DONNELLY-VMF00219,3.8,1,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,43.72,44,45,43.93,44,45,43.83,45,46,43.01,44,45,43.24,44,45,45.37,45,45,0.942,0.022,0.178,77.075,0.002,0.021,0.022,gambcolu,gambiae,gambiae,UGA,Western Region,UG-W,Kakumiro,gambiae,UG-W_gamb_2019,UG-W_gamb_2019_01,UG-W_gamb_2019_Q1,UG-W_Kakumiro_gamb_2019,UG-W_Kakumiro_gamb_2019_01,UG-W_Kakumiro_gamb_2019_Q1,405204023042,4.0,52.0,4.0,23.0,42.0,405204023.0,5204023.0,46.0,75.0,G,3.0,3G,S,GA,SS,NN,FF,RR,0.0,0.0,0.0,0.0,SS,MM,ZZ,DD,Dup,1.052852,31.37719,18 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,4.0,West,Mid-Western,An. gambiae,intermediate,405204023042
VBS65861-6645STDY13044767,405204023043.000,Martin Donnelly,Uganda,5204,2019,1,1.05,31.374,F,1288-VO-UG-DONNELLY-VMF00219,3.8,1,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,30.44,30,31,30.44,30,31,30.98,31,31,29.27,29,30,29.96,30,30,32.22,31,31,0.941,0.02115,0.244,96.772,0.003,0.03,0.033,gambcolu,gambiae,gambiae,UGA,Western Region,UG-W,Kakumiro,gambiae,UG-W_gamb_2019,UG-W_gamb_2019_01,UG-W_gamb_2019_Q1,UG-W_Kakumiro_gamb_2019,UG-W_Kakumiro_gamb_2019_01,UG-W_Kakumiro_gamb_2019_Q1,405204023043,4.0,52.0,4.0,23.0,43.0,405204023.0,5204023.0,46.0,87.0,H,3.0,3H,S,GA,SS,NN,LF,SR,0.0,0.0,0.0,0.0,SI,MM,ZZ,DD,Dup,1.052852,31.37719,18 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,4.0,West,Mid-Western,An. gambiae,intermediate,405204023043
VBS65862-6645STDY13044768,405204023044.000,Martin Donnelly,Uganda,5204,2019,1,1.05,31.374,F,1288-VO-UG-DONNELLY-VMF00219,3.8,1,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,36.77,37,38,36.91,37,38,36.98,38,38,35.95,36,37,36.3,37,38,38.41,38,38,0.945,0.02111,3.623,9510.335,0.002,0.014,0.015,gambcolu,gambiae,gambiae,UGA,Western Region,UG-W,Kakumiro,gambiae,UG-W_gamb_2019,UG-W_gamb_2019_01,UG-W_gamb_2019_Q1,UG-W_Kakumiro_gamb_2019,UG-W_Kakumiro_gamb_2019_01,UG-W_Kakumiro_gamb_2019_Q1,405204023044,4.0,52.0,4.0,23.0,44.0,405204023.0,5204023.0,46.0,4.0,A,4.0,4A,S,GA,SS,NN,LF,RR,0.0,0.0,0.0,0.0,SI,MM,ZZ,DN,Dup,1.052852,31.37719,18 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,4.0,West,Mid-Western,An. gambiae,intermediate,405204023044
VBS65863-6645STDY13044769,405204023046.000,Martin Donnelly,Uganda,5204,2019,1,1.05,31.374,F,1288-VO-UG-DONNELLY-VMF00219,3.8,1,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,35.83,36,37,36.25,36,37,36.13,37,37,34.82,35,36,35.18,36,36,37.47,37,37,0.943,0.02027,0.194,77.217,0.0,0.018,0.02,gambcolu,gambiae,gambiae,UGA,Western Region,UG-W,Kakumiro,gambiae,UG-W_gamb_2019,UG-W_gamb_2019_01,UG-W_gamb_2019_Q1,UG-W_Kakumiro_gamb_2019,UG-W_Kakumiro_gamb_2019_01,UG-W_Kakumiro_gamb_2019_Q1,405204023046,4.0,52.0,4.0,23.0,46.0,405204023.0,5204023.0,46.0,16.0,B,4.0,4B,S,GA,SS,NN,LF,SR,0.0,0.0,0.0,0.0,II,MM,ZZ,DD,Dup,1.052852,31.37719,18 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,4.0,West,Mid-Western,An. gambiae,intermediate,405204023046
VBS65864-6645STDY13044770,405204023049.000,Martin Donnelly,Uganda,5204,2019,1,1.05,31.374,F,1288-VO-UG-DONNELLY-VMF00219,3.8,1,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,33.84,34,34,33.88,34,34,34.35,35,35,32.55,33,33,33.35,33,34,35.84,35,35,0.942,0.02113,0.276,143.408,0.004,0.02,0.021,gambcolu,gambiae,gambiae,UGA,Western Region,UG-W,Kakumiro,gambiae,UG-W_gamb_2019,UG-W_gamb_2019_01,UG-W_gamb_2019_Q1,UG-W_Kakumiro_gamb_2019,UG-W_Kakumiro_gamb_2019_01,UG-W_Kakumiro_gamb_2019_Q1,405204023049,4.0,52.0,4.0,23.0,49.0,405204023.0,5204023.0,46.0,28.0,C,4.0,4C,S,GA,SS,NN,LF,SR,0.0,0.0,0.0,0.0,SI,MM,ZZ,DD,Dup,1.052852,31.37719,18 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,4.0,West,Mid-Western,An. gambiae,intermediate,405204023049
VBS65866-6645STDY13044772,405204023052.000,Martin Donnelly,Uganda,5204,2019,1,1.05,31.374,F,1288-VO-UG-DONNELLY-VMF00219,3.8,1,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,35.27,35,36,35.31,35,36,35.56,36,37,34.45,35,35,34.84,35,36,36.87,36,36,0.942,0.02111,0.318,192.91,0.002,0.019,0.021,gambcolu,gambiae,gambiae,UGA,Western Region,UG-W,Kakumiro,gambiae,UG-W_gamb_2019,UG-W_gamb_2019_01,UG-W_gamb_2019_Q1,UG-W_Kakumiro_gamb_2019,UG-W_Kakumiro_gamb_2019_01,UG-W_Kakumiro_gamb_2019_Q1,405204023052,4.0,52.0,4.0,23.0,52.0,405204023.0,5204023.0,46.0,52.0,E,4.0,4E,S,GA,SS,NN,LF,SS,1.0,0.0,0.0,0.0,SI,MM,ZZ,DD,Dup,1.052852,31.37719,18 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,4.0,West,Mid-Western,An. gambiae,intermediate,405204023052
VBS65867-6645STDY13044773,405204023053.000,Martin Donnelly,Uganda,5204,2019,1,1.05,31.374,F,1288-VO-UG-DONNELLY-VMF00219,3.8,1,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,36.44,37,37,36.85,37,37,36.43,37,38,35.78,36,37,36.15,37,37,37.45,37,37,0.944,0.02032,0.291,169.126,0.002,0.009,0.011,gambcolu,gambiae,gambiae,UGA,Western Region,UG-W,Kakumiro,gambiae,UG-W_gamb_2019,UG-W_gamb_2019_01,UG-W_gamb_2019_Q1,UG-W_Kakumiro_gamb_2019,UG-W_Kakumiro_gamb_2019_01,UG-W_Kakumiro_gamb_2019_Q1,405204023053,4.0,52.0,4.0,23.0,53.0,405204023.0,5204023.0,46.0,64.0,F,4.0,4F,S,GA,FS,NN,LL,SR,0.0,0.0,0.0,0.0,II,MM,ZZ,DD,Dup,1.052852,31.37719,18 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,4.0,West,Mid-Western,An. gambiae,intermediate,405204023053
VBS65869-6645STDY13044775,405204023056.000,Martin Donnelly,Uganda,5204,2019,1,1.05,31.374,F,1288-VO-UG-DONNELLY-VMF00219,3.8,1,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,40.6,41,42,40.77,41,42,40.84,42,42,39.5,40,41,40.3,41,42,42.24,41,42,0.946,0.02112,2.072,4890.941,0.004,0.033,0.035,gambcolu,gambiae,gambiae,UGA,Western Region,UG-W,Kakumiro,gambiae,UG-W_gamb_2019,UG-W_gamb_2019_01,UG-W_gamb_2019_Q1,UG-W_Kakumiro_gamb_2019,UG-W_Kakumiro_gamb_2019_01,UG-W_Kakumiro_gamb_2019_Q1,405204023056,4.0,52.0,4.0,23.0,56.0,405204023.0,5204023.0,46.0,88.0,H,4.0,4H,S,GA,SS,NN,LF,SR,0.0,0.0,0.0,0.0,SI,MM,ZZ,DD,Dup,1.052852,31.37719,18 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,4.0,West,Mid-Western,An. gambiae,intermediate,405204023056
VBS65870-6645STDY13044776,405204023057.000,Martin Donnelly,Uganda,5204,2019,1,1.05,31.374,F,1288-VO-UG-DONNELLY-VMF00219,3.8,1,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,38.15,38,39,38.55,39,39,38.42,39,40,37.06,38,38,37.61,38,39,39.79,39,39,0.944,0.02035,0.182,70.324,0.002,0.033,0.035,gambcolu,gambiae,gambiae,UGA,Western Region,UG-W,Kakumiro,gambiae,UG-W_gamb_2019,UG-W_gamb_2019_01,UG-W_gamb_2019_Q1,UG-W_Kakumiro_gamb_2019,UG-W_Kakumiro_gamb_2019_01,UG-W_Kakumiro_gamb_2019_Q1,405204023057,4.0,52.0,4.0,23.0,57.0,405204023.0,5204023.0,46.0,5.0,A,5.0,5A,S,GA,FF,NN,LL,SS,0.0,0.0,0.0,0.0,II,MM,ZZ,DD,Dup,1.052852,31.37719,18 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,4.0,West,Mid-Western,An. gambiae,intermediate,405204023057
VBS65873-6645STDY13044779,405204023061.000,Martin Donnelly,Uganda,5204,2019,1,1.05,31.374,F,1288-VO-UG-DONNELLY-VMF00219,3.8,1,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,40.15,41,41,40.24,41,41,40.41,41,42,39.18,40,41,39.74,40,41,41.9,41,42,0.941,0.022,0.132,43.506,0.004,0.014,0.015,gambcolu,gambiae,gambiae,UGA,Western Region,UG-W,Kakumiro,gambiae,UG-W_gamb_2019,UG-W_gamb_2019_01,UG-W_gamb_2019_Q1,UG-W_Kakumiro_gamb_2019,UG-W_Kakumiro_gamb_2019_01,UG-W_Kakumiro_gamb_2019_Q1,405204023061,4.0,52.0,4.0,23.0,61.0,405204023.0,5204023.0,46.0,41.0,D,5.0,5D,S,GA,FS,NN,FF,RR,0.0,0.0,0.0,0.0,SS,MM,ZZ,DD,Dup,1.052852,31.37719,18 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,4.0,West,Mid-Western,An. gambiae,intermediate,405204023061
VBS65877-6645STDY13044783,509501008002.000,Martin Donnelly,Uganda,9501,2019,5,1.316,34.255,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,41.08,41,42,41.1,41,42,41.78,42,43,39.6,40,41,40.39,41,41,43.35,42,42,0.943,0.02129,0.185,80.406,0.001,0.018,0.021,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Bulambuli,gambiae,UG-E_gamb_2019,UG-E_gamb_2019_05,UG-E_gamb_2019_Q2,UG-E_Bulambuli_gamb_2019,UG-E_Bulambuli_gamb_2019_05,UG-E_Bulambuli_gamb_2019_Q2,509501008002,5.0,95.0,1.0,8.0,2.0,509501008.0,9501008.0,46.0,89.0,H,5.0,5H,S,GA,SS,NN,LF,SS,0.0,0.0,0.0,0.0,SI,MM,ZZ,DD,Dup,1.313493,34.25389,25 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,2.0,East,North Eastern,An. gambiae,post,509501008002
VBS65878-6645STDY13044784,509506019001.000,Martin Donnelly,Uganda,9506,2019,5,1.356,34.267,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,39.83,40,41,40.02,40,41,40.07,41,42,38.96,40,41,39.52,40,41,41.07,40,41,0.943,0.0212,0.289,143.902,0.001,0.015,0.016,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Bulambuli,gambiae,UG-E_gamb_2019,UG-E_gamb_2019_05,UG-E_gamb_2019_Q2,UG-E_Bulambuli_gamb_2019,UG-E_Bulambuli_gamb_2019_05,UG-E_Bulambuli_gamb_2019_Q2,509506019001,5.0,95.0,6.0,19.0,1.0,509506019.0,9506019.0,46.0,6.0,A,6.0,6A,S,GA,SS,NN,LF,SR,0.0,0.0,0.0,0.0,SI,MM,ZZ,DN,Dup,1.358728,34.26726,25 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,2.0,East,North Eastern,An. gambiae,post,509506019001
VBS65879-6645STDY13044785,509506019002.000,Martin Donnelly,Uganda,9506,2019,5,1.356,34.267,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,38.87,39,40,39.02,39,40,39.08,40,41,38.16,39,40,38.52,39,40,40.02,39,40,0.941,0.02195,0.217,94.596,0.004,0.02,0.022,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Bulambuli,gambiae,UG-E_gamb_2019,UG-E_gamb_2019_05,UG-E_gamb_2019_Q2,UG-E_Bulambuli_gamb_2019,UG-E_Bulambuli_gamb_2019_05,UG-E_Bulambuli_gamb_2019_Q2,509506019002,5.0,95.0,6.0,19.0,2.0,509506019.0,9506019.0,46.0,18.0,B,6.0,6B,S,GA,FS,NN,FF,RR,0.0,0.0,0.0,0.0,SS,IM,ZL,DN,Dup,1.358728,34.26726,25 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,2.0,East,North Eastern,An. gambiae,post,509506019002
VBS65885-6645STDY13044791,508805048001.000,Martin Donnelly,Uganda,8805,2019,5,1.15,34.257,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,33.27,33,34,33.61,34,34,33.41,34,34,32.27,33,33,32.95,33,34,34.64,34,34,0.943,0.02041,0.243,108.215,0.004,0.018,0.019,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Sironko,gambiae,UG-E_gamb_2019,UG-E_gamb_2019_05,UG-E_gamb_2019_Q2,UG-E_Sironko_gamb_2019,UG-E_Sironko_gamb_2019_05,UG-E_Sironko_gamb_2019_Q2,508805048001,5.0,88.0,5.0,48.0,1.0,508805048.0,8805048.0,46.0,90.0,H,6.0,6H,S,GA,FS,NN,LL,RR,0.0,0.0,0.0,0.0,II,IM,ZL,DN,Dup,1.15093,34.25502,25 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,2.0,East,North Eastern,An. gambiae,post,508805048001
VBS65887-6645STDY13044793,510003033002.000,Martin Donnelly,Uganda,10003,2019,4,1.287,34.106,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,40.32,41,42,40.4,41,41,40.79,41,42,39.19,40,41,39.78,40,41,42.11,41,42,0.943,0.02194,1.919,4118.423,0.009,0.016,0.017,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Bukedea,gambiae,UG-E_gamb_2019,UG-E_gamb_2019_04,UG-E_gamb_2019_Q2,UG-E_Bukedea_gamb_2019,UG-E_Bukedea_gamb_2019_04,UG-E_Bukedea_gamb_2019_Q2,510003033002,5.0,100.0,3.0,33.0,2.0,510003033.0,10003033.0,46.0,19.0,B,7.0,7B,S,GA,SS,NN,FF,SS,1.0,0.0,0.0,0.0,SS,MM,ZZ,DD,Dup,1.28384,34.10474,25 months,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,2.0,East,Mid-Eastern,An. gambiae,post,510003033002
VBS65889-6645STDY13044795,510310013002.000,Martin Donnelly,Uganda,10310,2019,5,0.995,34.358,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,36.44,37,37,36.63,37,37,36.91,37,38,35.2,36,36,35.8,36,37,38.47,38,38,0.942,0.02113,0.213,85.116,0.004,0.018,0.019,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Bududa,gambiae,UG-E_gamb_2019,UG-E_gamb_2019_05,UG-E_gamb_2019_Q2,UG-E_Bududa_gamb_2019,UG-E_Bududa_gamb_2019_05,UG-E_Bududa_gamb_2019_Q2,510310013002,5.0,103.0,10.0,13.0,2.0,510310013.0,10310013.0,46.0,43.0,D,7.0,7D,S,GA,SS,NN,LF,RR,0.0,0.0,0.0,0.0,SI,MM,ZZ,DD,Dup,0.9942,34.35767,25 months,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,2.0,East,North Eastern,An. gambiae,post,510310013002
VBS65890-6645STDY13044796,510310013003.000,Martin Donnelly,Uganda,10310,2019,5,0.995,34.358,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,37.33,38,38,37.29,37,38,37.59,38,39,36.22,37,37,37.02,37,38,39.41,39,39,0.942,0.02193,1.423,2584.651,0.002,0.013,0.014,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Bududa,gambiae,UG-E_gamb_2019,UG-E_gamb_2019_05,UG-E_gamb_2019_Q2,UG-E_Bududa_gamb_2019,UG-E_Bududa_gamb_2019_05,UG-E_Bududa_gamb_2019_Q2,510310013003,5.0,103.0,10.0,13.0,3.0,510310013.0,10310013.0,46.0,55.0,E,7.0,7E,S,GA,SS,NN,FF,SS,0.0,0.0,0.0,0.0,SS,MM,ZZ,DD,Dup,0.9942,34.35767,25 months,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,2.0,East,North Eastern,An. gambiae,post,510310013003
VBS65891-6645STDY13044797,510310013007.000,Martin Donnelly,Uganda,10310,2019,5,0.995,34.358,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,46.34,47,48,46.42,47,48,46.85,48,49,44.89,46,47,45.93,46,48,48.35,48,49,0.942,0.02212,0.31,226.684,0.001,0.011,0.012,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Bududa,gambiae,UG-E_gamb_2019,UG-E_gamb_2019_05,UG-E_gamb_2019_Q2,UG-E_Bududa_gamb_2019,UG-E_Bududa_gamb_2019_05,UG-E_Bududa_gamb_2019_Q2,510310013007,5.0,103.0,10.0,13.0,7.0,510310013.0,10310013.0,46.0,67.0,F,7.0,7F,S,GA,SS,NN,FF,SR,0.0,0.0,0.0,0.0,SS,MM,ZZ,DD,Dup,0.9942,34.35767,25 months,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,2.0,East,North Eastern,An. gambiae,post,510310013007
VBS65892-6645STDY13044798,502402020001.000,Martin Donnelly,Uganda,2402,2019,6,1.666,31.622,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,44.24,45,46,44.28,45,45,44.77,46,46,43.05,44,45,43.77,44,46,45.98,45,46,0.944,0.02118,0.183,79.481,0.002,0.011,0.012,gambcolu,gambiae,gambiae,UGA,Western Region,UG-W,Masindi,gambiae,UG-W_gamb_2019,UG-W_gamb_2019_06,UG-W_gamb_2019_Q2,UG-W_Masindi_gamb_2019,UG-W_Masindi_gamb_2019_06,UG-W_Masindi_gamb_2019_Q2,502402020001,5.0,24.0,2.0,20.0,1.0,502402020.0,2402020.0,46.0,79.0,G,7.0,7G,S,GA,SS,NN,LF,SS,0.0,0.0,0.0,0.0,SI,IM,ZL,DN,Dup,1.664402,31.622,25 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,West,Mid-Western,An. gambiae,post,502402020001
VBS65894-6645STDY13044800,502402020003.000,Martin Donnelly,Uganda,2402,2019,6,1.666,31.622,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,43.96,45,45,44.04,45,45,44.21,45,46,43.08,44,45,43.61,44,45,45.43,45,45,0.944,0.0212,0.147,61.135,0.003,0.018,0.021,gambcolu,gambiae,gambiae,UGA,Western Region,UG-W,Masindi,gambiae,UG-W_gamb_2019,UG-W_gamb_2019_06,UG-W_gamb_2019_Q2,UG-W_Masindi_gamb_2019,UG-W_Masindi_gamb_2019_06,UG-W_Masindi_gamb_2019_Q2,502402020003,5.0,24.0,2.0,20.0,3.0,502402020.0,2402020.0,46.0,8.0,A,8.0,8A,S,GA,FS,NN,LF,SR,0.0,0.0,0.0,0.0,SI,MM,ZZ,DD,Dup,1.664402,31.622,25 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,West,Mid-Western,An. gambiae,post,502402020003
VBS65895-6645STDY13044801,502404128001.000,Martin Donnelly,Uganda,2404,2019,6,1.727,31.667,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,44.0,45,45,44.55,45,45,44.18,45,46,42.91,44,45,43.43,44,45,45.59,45,46,0.946,0.0203,0.169,66.376,0.002,0.021,0.024,gambcolu,gambiae,gambiae,UGA,Western Region,UG-W,Masindi,gambiae,UG-W_gamb_2019,UG-W_gamb_2019_06,UG-W_gamb_2019_Q2,UG-W_Masindi_gamb_2019,UG-W_Masindi_gamb_2019_06,UG-W_Masindi_gamb_2019_Q2,502404128001,5.0,24.0,4.0,128.0,1.0,502404128.0,2404128.0,46.0,20.0,B,8.0,8B,S,GA,FS,NN,,RR,0.0,0.0,0.0,0.0,II,MM,ZZ,DD,Dup,1.732485,31.6662,25 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,West,Mid-Western,An. gambiae,post,502404128001
